1083,511,1183,615,0,-0.993883734673619,-0.110431526074847,9.05538513813742
843,393,1080,497,2,4,,
246,552,596,647,2,6,,
248,395,359,536,2,5,,
376,382,459,475,0,-0.554700196225229,0.832050294337844,7.21110255092798
135,424,212,529,2,1,,
466,380,587,478,0,-0.447213595499958,0.894427190999916,6.70820393249937
216,598,626,658,2,2,,
705,571,796,633,0,-0.316227766016838,-0.948683298050514,3.16227766016838
590,452,679,584,2,9,,
805,542,879,622,0,0.164398987305357,-0.986393923832143,6.08276253029822
774,348,1152,437,2,8,,
889,555,958,633,0,0,-1,7
771,330,1165,432,2,8,,
1023,521,1176,663,2,7,,
608,386,701,488,0,-0.406138466053448,0.913811548620257,9.8488578017961
716,461,789,568,2,3,,
194,568,641,645,2,2,,
214,435,351,554,0,0.994309153919809,0.106533123634265,28.1602556806574
207,620,646,720,2,10,,
798,373,993,512,2,12,,
1005,516,1213,745,2,11,,
801,399,914,527,0,-0.988371697650617,-0.152057184253941,13.1529464379659
170,612,688,721,2,6,,
79,358,160,557,2,5,,
